workerid,proliferate.condition,condition,item,persona,question,response,scenario,slide_number_in_experiment,catch_trials,personae,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
61,condition1,screen_underinf,bars,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are visiting a new town. There are some bars nearby.,17,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,m,picnic,ra,Which phone is Arthur looking at in the picture?,f,"Rachel and Arthur are going to have a picnic, but Rachel needs to stop at home first.",18,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_underinf,arearestaurants,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler have been recommended some restaurants in the area.,19,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,mm,cousinsThanksgiving,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur want to go visit their cousins for Thanksgiving.,20,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_false,apartments,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,21,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,nm,beforedark,ra,Which phone is Arthur looking at in the picture?,j,"Rachel would like to get home before it's dark. Her phone is dead, so she asks Arthur for the time.",22,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_true,threerestaurants,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,23,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,nnm,food,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel need to order food for an event. The manager just sent their quote.,24,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_underinf,newapartment,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,25,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,m,backcountry,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are planning a trip to visit a friend who lives in the backcountry.,26,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_false,downstate,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,27,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,nnm,hotelroom,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel need to book a hotel room for a night. They've considered different options.,28,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_true,recipes,ra,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,29,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,nm,planeticket,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are looking for a one-way plane ticket.,30,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_false,grandpa,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,31,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,nm,friendshouse,ra,Which phone is Arthur looking at in the picture?,f,"Rachel and Arthur want to drop by a friend's house. Her phone is dead, so she asks for the time.",32,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_underinf,outoftown,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are planning a trip out of town.,33,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,m,walkinthepark,ra,Which phone is Arthur looking at in the picture?,f,Rachel would like to take a walk at the park before it gets dark. She asks Arthur for the time.,34,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_true,snow,ra,Which phone is Tyler looking at in the picture?,f,"It's snowing, and Becky and Tyler are figuring out if public transit has been impacted.",35,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,nnm,sunny,ra,Which phone is Arthur looking at in the picture?,f,"It's sunny outside, and Rachel would like to go for a walk. She asks Arthur for the time.",36,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_underinf,conference,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for hotels for a conference out of state.,37,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,nnm,friendvisit,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur want to go visit a friend and need to figure out how far she lives from where they are.,38,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_true,business,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to book a hotel for a business trip.,39,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,nm,walk,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur want to go for a walk. Rachel is debating whether it'd be better to grab some food before.,40,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_true,backpacking,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go on a 3 day backpacking trip.,41,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,nm,weddingcost,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a wedding.,42,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_true,cafes,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,43,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,nnm,friendsdinner,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel are going to a friend's place for dinner. Rachel needs to first run some errands before going.,44,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_false,eating,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are browsing options for eating outside.,45,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,m,camping,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel are out of town. They are trying to figure out a good spot for a camping trip.,46,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_underinf,van,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,47,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,nnm,couch,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur would like to buy a new couch. She has a specific type in mind, so she asks Arthur to look up the price.",48,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_true,bikeride,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,49,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,mm,reunioncost,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a friend reunion. They're considering driving there.,50,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_true,beach,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,51,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,m,reuniondistance,ra,Which phone is Arthur looking at in the picture?,f,Rachel has been invited to a friend reunion. She's considering driving there.,52,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_underinf,event,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,53,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,m,trip,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are planning a trip to visit a friend.,54,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,screen_false,tickets,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for tickets for a game.,55,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
61,condition1,mm,elena,ra,Which phone is Arthur looking at in the picture?,j,"Elena, a friend of Arthur and Rachel, is in the US for a conference. Arthur and Rachel want to visit her.",56,[],ra,33,Yes,,2,1,1,Female,English,Chrome,Windows,768,1366,17.78846667,
68,condition1,,training1,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,5,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,,training2,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,6,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,,training3,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,7,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_true,recipes,ra,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,9,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,mm,food,ra,Which phone is Arthur looking at in the picture?,j,Arthur and Rachel need to order food for an event. The manager just sent their quote.,10,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_true,snow,ra,Which phone is Tyler looking at in the picture?,f,"It's snowing, and Becky and Tyler are figuring out if public transit has been impacted.",11,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,m,elena,ra,Which phone is Arthur looking at in the picture?,f,"Elena, a friend of Arthur and Rachel, is in the US for a conference. Arthur and Rachel want to visit her.",12,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_true,airbnb,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for AirBnB apartments.,13,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,nm,walkinthepark,ra,Which phone is Arthur looking at in the picture?,f,Rachel would like to take a walk at the park before it gets dark. She asks Arthur for the time.,14,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_true,cafes,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,15,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,mm,picnic,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur are going to have a picnic, but Rachel needs to stop at home first.",16,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_true,bikeride,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,17,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,m,hotelroom,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel need to book a hotel room for a night. They've considered different options.,18,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_false,tickets,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for tickets for a game.,19,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,m,apples,ra,Which phone is Arthur looking at in the picture?,f,"Arthur and Rachel want to go apple picking, but they don't know much about what their area offers.",20,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_underinf,event,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,21,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,nnm,friendvisit,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur want to go visit a friend and need to figure out how far she lives from where they are.,22,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_true,business,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to book a hotel for a business trip.,23,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,nnm,trip,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are planning a trip to visit a friend.,24,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_underinf,outoftown,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are planning a trip out of town.,25,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,m,camping,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel are out of town. They are trying to figure out a good spot for a camping trip.,26,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_false,apartments,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,27,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,nm,weddingdistance,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur have been invited to a wedding. They're figuring out the logistics.,28,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_false,downstate,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,29,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,nnm,auntThanksgiving,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur have been invited to spend Thanksgiving with Arthur's aunt.,30,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_underinf,van,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,31,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,nm,reuniondistance,ra,Which phone is Arthur looking at in the picture?,f,Rachel has been invited to a friend reunion. She's considering driving there.,32,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_underinf,arearestaurants,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler have been recommended some restaurants in the area.,33,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,m,planeticket,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are looking for a one-way plane ticket.,34,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_underinf,conference,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for hotels for a conference out of state.,35,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,nm,friendshouse,ra,Which phone is Arthur looking at in the picture?,f,"Rachel and Arthur want to drop by a friend's house. Her phone is dead, so she asks for the time.",36,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_false,lake,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,37,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,nnm,couch,ra,Which phone is Arthur looking at in the picture?,f,"Rachel and Arthur would like to buy a new couch. She has a specific type in mind, so she asks Arthur to look up the price.",38,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_true,beach,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,39,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,nnm,backcountry,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are planning a trip to visit a friend who lives in the backcountry.,40,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_true,backpacking,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go on a 3 day backpacking trip.,41,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,nm,walk,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur want to go for a walk. Rachel is debating whether it'd be better to grab some food before.,42,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_underinf,bars,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are visiting a new town. There are some bars nearby.,43,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,mm,cousinsThanksgiving,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur want to go visit their cousins for Thanksgiving.,44,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_false,grandpa,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,45,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,m,friendsdinner,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel are going to a friend's place for dinner. Rachel needs to first run some errands before going.,46,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_underinf,newapartment,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,47,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,nnm,beforedark,ra,Which phone is Arthur looking at in the picture?,f,"Rachel would like to get home before it's dark. Her phone is dead, so she asks Arthur for the time.",48,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_underinf,car,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking to buy a car. They have three options in mind.,49,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,mm,movies,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur want to go to the movies. Rachel's phone is dead and she doesn't want to lose track of time.,50,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_false,eating,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are browsing options for eating outside.,51,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,nm,sunny,ra,Which phone is Arthur looking at in the picture?,f,"It's sunny outside, and Rachel would like to go for a walk. She asks Arthur for the time.",52,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_true,threerestaurants,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,53,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,mm,weddingcost,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a wedding.,54,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,screen_true,weekendhotel,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are considering some hotels for a weekend out of town.,55,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
68,condition1,mm,reunioncost,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a friend reunion. They're considering driving there.,56,[],ra,18,Yes,,2,1,0,Male,English ,Chrome,Windows,720,1280,25.0052,
95,condition1,,training1,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,5,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,,training2,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,6,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,,training3,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,7,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_underinf,conference,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for hotels for a conference out of state.,9,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,mm,friendsdinner,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva are going to a friend's place for dinner. Eva needs to first run some errands before going.,10,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_true,business,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to book a hotel for a business trip.,11,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,nnm,picnic,ea,Which phone is Alex looking at in the picture?,f,"Eva and Alex are going to have a picnic, but Eva needs to stop at home first.",12,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_true,bikeride,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,13,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,mm,couch,ea,Which phone is Alex looking at in the picture?,j,"Eva and Alex would like to buy a new couch. She has a specific type in mind, so she asks Alex to look up the price.",14,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_underinf,event,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,15,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,nm,apples,ea,Which phone is Alex looking at in the picture?,f,"Alex and Eva want to go apple picking, but they don't know much about what their area offers.",16,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_true,snow,ea,Which phone is Tyler looking at in the picture?,f,"It's snowing, and Becky and Tyler are figuring out if public transit has been impacted.",17,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,nm,backcountry,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex are planning a trip to visit a friend who lives in the backcountry.,18,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_false,downstate,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,19,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,nnm,friendvisit,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex want to go visit a friend and need to figure out how far she lives from where they are.,20,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_false,grandpa,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,21,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,nm,movies,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex want to go to the movies. Eva's phone is dead and she doesn't want to lose track of time.,22,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_underinf,car,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking to buy a car. They have three options in mind.,23,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,mm,reuniondistance,ea,Which phone is Alex looking at in the picture?,j,Eva has been invited to a friend reunion. She's considering driving there.,24,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_underinf,outoftown,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are planning a trip out of town.,25,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,nm,weddingcost,ea,Which phone is Alex looking at in the picture?,j,Eva and Alex have been invited to a wedding.,26,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_true,threerestaurants,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,27,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,nm,hotelroom,ea,Which phone is Alex looking at in the picture?,j,Alex and Eva need to book a hotel room for a night. They've considered different options.,28,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_true,beach,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,29,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,m,planeticket,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex are looking for a one-way plane ticket.,30,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_true,cafes,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,31,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,nnm,cousinsThanksgiving,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex want to go visit their cousins for Thanksgiving.,32,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_true,backpacking,ea,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go on a 3 day backpacking trip.,33,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,m,walk,ea,Which phone is Alex looking at in the picture?,f,Eva and Alex want to go for a walk. Eva is debating whether it'd be better to grab some food before.,34,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_false,lake,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,35,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,m,friendshouse,ea,Which phone is Alex looking at in the picture?,f,"Eva and Alex want to drop by a friend's house. Her phone is dead, so she asks for the time.",36,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
95,condition1,screen_underinf,van,ea,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,37,[],ea,38,Yes,,4,2,1,Male,English,Chrome,Windows,768,1366,20.08463333,
